"Application Vendor","Website","Payment Application","Version Number","Application Type","Target Market","Reference Number","Validated According To","Deployment Notes","Revalidate Date","Expiry Date","Validated by PA-QSA","Description"
"Verifone, Inc.","www.verifone.com","VIPER","5.05","Automated Fuel Dispenser","Petroleum Industry","14-11.00154.076","PA-DSS v2.0","Acceptable only for Pre-Existing Deployments","28 Oct 2016","28 Oct 2016","Coalfire Systems, Inc","VIPER, VeriFone's JAVA based payment solution processed on the Paypoint network, controls all in-store and Pay at the Pump credit card transactions, payment host messaging and settlement, and reporting for payment transactions independent from the point of sale (POS) terminal."
"Verifone, Inc.","www.verifone.com","VX iPOS PC","I03.01.xxx","POS Face-to-Face/POI","Retail stores that operate electronic cash registers as well as smaller merchants in a similar configuration.","17-11.00154.121","PA-DSS v3.2","Acceptable for New Deployments","26 Mar 2019","28 Oct 2022","Adsigo AG","Core components for processing payment card transactions on Verifone hardware terminals."
"Verifone, Inc.","www.verifone.com","Worldpay","1.00","Automated Fuel Dispenser","Petroleum Industry, CStores and Fuel Stations","14-11.00154.079","PA-DSS v2.0","Acceptable only for Pre-Existing Deployments","28 Oct 2016","28 Oct 2016","Coalfire Systems, Inc","Note: the listed application name Worldpay is a marketing term only and is the exact same code as Commander Site Controller as used throughout this listing. Commander Site Controller manages the card swipe and PIN data from both the Forecourt and free-standing PIN-pad devices associated with fueling positions and POS devices, spectively. The Payment Controller is the sole custodian of card holder data. In addition, the VeriFone Payment Controller with POS Application supports the Topaz, Ruby2, Ruby CI, and Smart Fuel Controller; provides reporting of sales totals, configuration of peripheral devices, price book, POS users and application users."
"Verifone, Inc.","www.verifone.com","Worldpay","1.01","Automated Fuel Dispenser","Petroleum Industry, CStores and Fuel Stations","14-11.00154.079.aaa","PA-DSS v2.0","Acceptable only for Pre-Existing Deployments","28 Oct 2016","28 Oct 2016","Coalfire Systems, Inc","Note: the listed application name Worldpay is a marketing term only and is the exact same code as Commander Site Controller as used throughout this listing. Commander Site Controller manages the card swipe and PIN data from both the Forecourt and free-standing PIN-pad devices associated with fueling positions and POS devices, spectively. The Payment Controller is the sole custodian of card holder data. In addition, the VeriFone Payment Controller with POS Application supports the Topaz, Ruby2, Ruby CI, and Smart Fuel Controller; provides reporting of sales totals, configuration of peripheral devices, price book, POS users and application users."
"Verifone, Inc.","www.verifone.com","Worldpay","1.02","Automated Fuel Dispenser","Petroleum Industry, CStores and Fuel Stations","14-11.00154.079.baa","PA-DSS v2.0","Acceptable only for Pre-Existing Deployments","28 Oct 2016","28 Oct 2016","Coalfire Systems, Inc","Note: the listed application name Worldpay is a marketing term only and is the exact same code as Commander Site Controller as used throughout this listing. Commander Site Controller manages the card swipe and PIN data from both the Forecourt and free-standing PIN-pad devices associated with fueling positions and POS devices, spectively. The Payment Controller is the sole custodian of card holder data. In addition, the VeriFone Payment Controller with POS Application supports the Topaz, Ruby2, Ruby CI, and Smart Fuel Controller; provides reporting of sales totals, configuration of peripheral devices, price book, POS users and application users."
"Verifone, Inc.","www.verifone.com","WPYPAK","6.00","POS Suite/General","Petroleum Industry, CStores and Fuel Stations","13-01.00154.067","PA-DSS v2.0","Acceptable only for Pre-Existing Deployments","18 Nov 2014","28 Oct 2016","Coalfire Systems, Inc","WPYPAK is an Application Suite (aka the Application Suite) that runs on the Ruby/Sapphire and Topaz/Sapphire systems with a VIPER payment gateway. The Application Suite is a brick and mortar Point of Sale (POS) system primarily used by petroleum and convenience store retail organizations with a physical presence. Merchants use the Application Suite to process transactions through payment gateways to the payment host."
"Verifone, Inc.","www.verifone.com","WPYPAK","6.02","Automated Fuel Dispenser","Gas/Oil, Petroleum Industry, CStores and Fuel Stations","13-01.00154.067.aaa","PA-DSS v2.0","Acceptable only for Pre-Existing Deployments","28 Oct 2016","28 Oct 2016","Coalfire Systems, Inc","WPYPAK is an Application Suite (aka the Application Suite) that runs on the Ruby/Sapphire and Topaz/Sapphire systems with a VIPER payment gateway. The Application Suite is a brick and mortar Point of Sale (POS) system primarily used by petroleum and convenience store retail organizations with a physical presence. Merchants use the Application Suite to process transactions through payment gateways to the payment host."
"Verifone, Inc.","www.verifone.com","WPYPAK","6.02","Automated Fuel Dispenser","Petroleum Industry","16-11.00154.104","PA-DSS v3.1","Acceptable for New Deployments","23 Aug 2018","28 Oct 2019","Coalfire Systems, Inc","WPYPAK is an Application Suite (aka the Application Suite) that runs on the Ruby/Sapphire and Topaz/Sapphire systems with a VIPER payment gateway. The Application Suite is a brick and mortar Point of Sale (POS) system primarily used by petroleum and convenience store retail organizations with a physical presence. Merchants use the Application Suite to process transactions through payment gateways to the payment host."
"VersiTouch, Inc.","www.versitouch.com/","VersiTouch Point of Sale Suite (VT POS)","10.10.22","POS Suite/General","Independently owned and operated restaurants who wish to run POS software on a Windows system","11-01.00365.001","PA-DSS v1.2","Acceptable only for Pre-Existing Deployments","28 Oct 2013","28 Oct 2013","Sikich LLP","VTPOS is a suite of software products for restaurants designed to run on any PC running Microsoft Windows XP Pro."
"Vertical Integrated Computer Systems, LLC","","Metropolis Business Accounting Application","9","Payment Middleware","","08-02.00155.001","PABP 1.4","Acceptable only for Pre-Existing Deployments","2 Dec 2010","2 Mar 2011","SecurityMetrics, Inc.","Complete business application for orders, tracking inventory, ship orders, manage warehouses, track customers, enter payment data and conduct payment transactions"
"Vertical Integrated Computer Systems, LLC","","VICS Credit Card Application for VisaNet/Vital Protocol","9","Automated Fuel Dispenser","","08-01.00155.002","PABP 1.4","Acceptable only for Pre-Existing Deployments","2 Dec 2010","2 Mar 2011","SecurityMetrics, Inc.","Stand-alone application that acts as a protocol translator between simple, fixed-format text sent and received via IPC messages and the Vital transaction processing formatting and protocols"
"Vevo Systems Co. Ltd.","www.vevosystems.com/","VevoPay","1.0","Shopping Cart &amp; Store Front","Ecommerce merchant who would like to have the option of processing transactions through multiple payment gateways.","10-09.00336.001","PA-DSS v1.2","Acceptable only for Pre-Existing Deployments","18 Oct 2011","28 Oct 2013","ControlCase, LLC","The VevoPay Application is a payment module of the VevoCart application or can be integrated with any other shooping cart application. Once a user checks out from the shopping cart application, the VevoPay application is used to capture the card information for the authorization for that transaction."
"Vibbek AG","","Vibbek Cloud Solution","1.0","Payment Gateway/ Switch","Gateway and Pos service","14-03.00957.001","PA-DSS v2.0","Acceptable only for Pre-Existing Deployments","28 Oct 2016","28 Oct 2016","SRC Security Research &amp; Consulting GmbH","Vibbek Cloud Solution"
"Vidir Machine Inc.","","Vidir Standalone Kiosk","1.0","POS Kiosk","Retail","12-07.00684.001","PA-DSS v2.0","Acceptable only for Pre-Existing Deployments","22 Jun 2016","28 Oct 2016","Trustwave Holdings, Inc.","A standalone kiosk for machine operation."
"VIEWAY International Ltd.","","MCAS (Multi Currency Acquire System)","V3.00.01","Payment Gateway/ Switch","Processors","15-03.01032.001","PA-DSS v3.1","Acceptable for New Deployments","21 Dec 2018","28 Oct 2019","atsec (Beijing) Information Technology Co., Ltd","MCAS system is a Payment Application deployed in acquiring banks and/or processors, which can process authorization and settlement between merchants and the card brands (e.g. VISA, MasterCard) for payment transaction in a secured way. Both card-not-present and card present transaction are supported."
"Vista Entertainment Solutions Ltd.","www.vista.co.nz/","Vista Payment Server","4.2","Payment Middleware","Movie Theaters and other entertainment venues.","12-02.00820.004","PA-DSS v2.0","Acceptable only for Pre-Existing Deployments","10 Oct 2016","28 Oct 2016","Trustwave Holdings, Inc.","Vista Payments Server is a Windows-based software application used to process payment card transactions. The application accepts card present and card not present credit authorization requests from Vistas Point-of-Sale application. Vista Payments Server is not web-based. The application performs real-time settlement and therefore does not store cardholder data. Charge backs can be performed only if the payment card used during the original transaction is used (swiped) at the time the charge back is requested. The Vista Payments Server is part of the Vista Payment System Solution."
